#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       2.178761e+00       4.811021e-01       8.739719e-01       1.363645e-02       5.775810e-03       7.998032e-03
          10       2.230671e+00       4.795152e-01       8.944102e-01       1.880072e-02       4.786621e-03       1.006343e-02
          20       2.275449e+00       4.685610e-01       9.131633e-01       1.771008e-02       3.637689e-03       8.274516e-03
          30       2.295951e+00       4.823813e-01       9.213717e-01       1.104000e-02       5.408662e-03       7.167953e-03
          40       2.282369e+00       5.031469e-01       9.152233e-01       1.174082e-02       7.386881e-03       9.470598e-03
          50       2.240263e+00       4.890927e-01       8.981421e-01       2.235702e-02       4.980729e-03       1.205736e-02
          60       2.185005e+00       4.520539e-01       8.774158e-01       1.856227e-02       5.964839e-03       1.131599e-02
          70       2.139001e+00       4.436077e-01       8.596782e-01       2.719181e-02       6.917251e-03       1.341609e-02
          80       2.119990e+00       4.631749e-01       8.515313e-01       2.611802e-02       6.765560e-03       1.340672e-02
          90       2.135161e+00       4.744186e-01       8.564276e-01       2.477640e-02       6.732249e-03       1.251945e-02
         100       2.173401e+00       4.649518e-01       8.718912e-01       1.819531e-02       7.238753e-03       1.203438e-02
         110       2.228067e+00       4.535464e-01       8.949226e-01       2.220229e-02       6.938708e-03       1.225086e-02
         120       2.274830e+00       4.818529e-01       9.129519e-01       1.110985e-02       5.685704e-03       8.297332e-03
         130       2.302487e+00       5.162998e-01       9.227368e-01       1.351518e-02       8.507007e-03       1.078961e-02
         140       2.287453e+00       5.023638e-01       9.165765e-01       2.035368e-02       4.857650e-03       1.244528e-02
         150       2.237106e+00       4.656852e-01       8.973794e-01       1.129591e-02       7.729583e-03       9.125523e-03
         160       2.170546e+00       4.702380e-01       8.704355e-01       9.268288e-03       5.052226e-03       6.945792e-03
         170       2.126894e+00       4.896029e-01       8.522497e-01       2.489318e-02       5.825158e-03       1.176922e-02
         180       2.115737e+00       4.894445e-01       8.471043e-01       1.415128e-02       6.504809e-03       1.065441e-02
         190       2.133660e+00       4.673060e-01       8.549396e-01       1.587113e-02       8.688841e-03       1.184059e-02
         200       2.178034e+00       4.662241e-01       8.733898e-01       2.043564e-02       7.184681e-03       1.195463e-02
         210       2.229494e+00       5.100632e-01       8.931370e-01       1.298609e-02       6.043211e-03       9.116926e-03
         220       2.278995e+00       5.406259e-01       9.120962e-01       7.912421e-03       2.877341e-03       4.935297e-03
         230       2.293238e+00       5.235465e-01       9.178644e-01       2.022998e-02       6.288642e-03       1.068768e-02
         240       2.277661e+00       5.034429e-01       9.120253e-01       8.540492e-03       6.537245e-03       7.189472e-03
         250       2.234085e+00       5.205399e-01       8.944086e-01       1.448790e-02       4.391387e-03       8.221795e-03
         260       2.189836e+00       5.246564e-01       8.764155e-01       7.129691e-03       4.367121e-03       5.650363e-03
         270       2.156651e+00       5.142021e-01       8.629991e-01       6.910030e-03       3.190296e-03       4.528665e-03
         280       2.139420e+00       4.862139e-01       8.565134e-01       9.391884e-03       3.937270e-03       7.327925e-03
         290       2.146939e+00       4.871448e-01       8.598907e-01       1.349054e-02       5.403394e-03       8.611284e-03
         300       2.172783e+00       5.084371e-01       8.699767e-01       1.053571e-02       3.450916e-03       5.741863e-03
         310       2.216517e+00       5.337477e-01       8.870470e-01       6.641073e-03       3.385583e-03       5.089304e-03
         320       2.255411e+00       5.195283e-01       9.026971e-01       1.281859e-02       5.000590e-03       7.492003e-03
         330       2.283655e+00       5.075783e-01       9.144146e-01       1.015068e-02       5.723527e-03       7.375675e-03
         340       2.284479e+00       5.324014e-01       9.146447e-01       1.746330e-02       5.208535e-03       8.950653e-03
         350       2.257740e+00       5.392760e-01       9.036826e-01       9.458923e-03       5.787311e-03       7.509302e-03
         360       2.209450e+00       5.238017e-01       8.842218e-01       1.436489e-02       4.522846e-03       7.115238e-03
         370       2.147179e+00       4.817517e-01       8.600736e-01       1.452321e-02       5.205863e-03       8.660085e-03
         380       2.110964e+00       4.846452e-01       8.464855e-01       1.670354e-02       9.002062e-03       1.260854e-02
         390       2.104658e+00       4.664377e-01       8.442666e-01       2.078099e-02       1.042602e-02       1.501272e-02
         400       2.144536e+00       4.831505e-01       8.592865e-01       1.804036e-02       8.610064e-03       1.159480e-02
         410       2.204083e+00       5.023657e-01       8.827662e-01       1.003112e-02       5.304775e-03       7.498805e-03
         420       2.267814e+00       5.086630e-01       9.086756e-01       1.476244e-02       6.569004e-03       8.884915e-03
         430       2.303790e+00       4.962502e-01       9.233224e-01       1.265223e-02       5.706286e-03       9.938510e-03
         440       2.295544e+00       5.017459e-01       9.193718e-01       2.036068e-02       5.603398e-03       1.176061e-02
