#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       2.149251e+00       4.904045e-01       8.610311e-01       1.928717e-02       5.799136e-03       9.985446e-03
          10       2.135754e+00       4.869001e-01       8.559540e-01       1.623609e-02       9.359149e-03       1.152404e-02
          20       2.145374e+00       4.639240e-01       8.607525e-01       2.365699e-02       1.563484e-02       1.816692e-02
          30       2.175933e+00       4.575660e-01       8.732209e-01       3.063491e-02       1.219541e-02       1.701402e-02
          40       2.224386e+00       4.958449e-01       8.913351e-01       1.654569e-02       5.374831e-03       8.902148e-03
          50       2.262664e+00       5.277331e-01       9.062840e-01       2.645393e-02       8.376626e-03       1.312243e-02
          60       2.288606e+00       5.149538e-01       9.173699e-01       1.127386e-02       6.937703e-03       9.544002e-03
          70       2.271003e+00       4.740873e-01       9.113709e-01       2.732379e-02       1.238499e-02       1.767428e-02
          80       2.238041e+00       4.719526e-01       8.978787e-01       1.491752e-02       8.142411e-03       1.151646e-02
          90       2.185435e+00       4.872472e-01       8.760483e-01       2.548539e-02       8.177894e-03       1.338900e-02
         100       2.144119e+00       4.752077e-01       8.602353e-01       2.450151e-02       7.092304e-03       1.214578e-02
         110       2.126315e+00       4.498288e-01       8.546257e-01       2.084053e-02       1.665246e-02       1.883532e-02
         120       2.134294e+00       4.408445e-01       8.581053e-01       3.491230e-02       1.875045e-02       2.414322e-02
         130       2.174417e+00       4.669095e-01       8.727299e-01       2.141084e-02       9.690537e-03       1.311752e-02
         140       2.222403e+00       5.005663e-01       8.911203e-01       2.812363e-02       7.836201e-03       1.480581e-02
         150       2.282760e+00       5.100023e-01       9.156609e-01       1.463822e-02       1.135585e-02       1.278839e-02
         160       2.290827e+00       4.915735e-01       9.193479e-01       3.551052e-02       1.163859e-02       2.414078e-02
         170       2.269860e+00       4.866547e-01       9.100911e-01       1.660656e-02       1.082009e-02       1.270885e-02
         180       2.208167e+00       4.867786e-01       8.846709e-01       2.710449e-02       6.369661e-03       1.383854e-02
         190       2.159840e+00       4.812742e-01       8.655941e-01       6.618040e-03       5.195294e-03       6.058619e-03
         200       2.130389e+00       4.815145e-01       8.539247e-01       1.354633e-02       8.718877e-03       1.128811e-02
         210       2.132602e+00       4.857754e-01       8.544587e-01       1.936737e-02       1.271927e-02       1.771948e-02
         220       2.159873e+00       4.866194e-01       8.650548e-01       1.304325e-02       1.012714e-02       1.196758e-02
         230       2.195502e+00       4.973692e-01       8.791499e-01       1.462732e-02       3.719810e-03       8.147867e-03
         240       2.242589e+00       5.237749e-01       8.979392e-01       8.421448e-03       5.104604e-03       7.164763e-03
         250       2.269673e+00       5.390421e-01       9.087020e-01       1.652928e-02       5.910080e-03       1.171006e-02
         260       2.281130e+00       5.332876e-01       9.131017e-01       1.117695e-02       4.861592e-03       8.353582e-03
         270       2.258956e+00       5.140146e-01       9.041864e-01       9.124481e-03       5.554962e-03       7.039038e-03
         280       2.225074e+00       5.067107e-01       8.907445e-01       1.190606e-02       3.869975e-03       7.083386e-03
         290       2.185937e+00       5.135201e-01       8.751242e-01       7.438001e-03       4.809036e-03       6.302478e-03
         300       2.156463e+00       5.123502e-01       8.632553e-01       1.244816e-02       1.152886e-02       1.200351e-02
         310       2.146005e+00       4.940297e-01       8.591005e-01       1.500902e-02       9.881204e-03       1.310091e-02
         320       2.148983e+00       4.785988e-01       8.607030e-01       1.293026e-02       6.719897e-03       8.967470e-03
         330       2.182153e+00       4.970064e-01       8.739574e-01       4.745055e-03       3.397821e-03       3.782718e-03
         340       2.221838e+00       5.293347e-01       8.896634e-01       1.533975e-02       7.479051e-03       1.029157e-02
         350       2.271477e+00       5.415614e-01       9.093176e-01       1.269817e-02       7.318128e-03       1.010594e-02
         360       2.288123e+00       5.203429e-01       9.158925e-01       1.849453e-02       9.544306e-03       1.372597e-02
         370       2.273599e+00       5.050887e-01       9.102384e-01       1.592855e-02       6.749039e-03       1.015134e-02
         380       2.224545e+00       5.246389e-01       8.903299e-01       1.676413e-02       6.336206e-03       9.512704e-03
         390       2.167630e+00       5.288618e-01       8.672404e-01       2.310858e-02       1.026663e-02       1.484212e-02
         400       2.129331e+00       5.060208e-01       8.521768e-01       2.446390e-02       2.085301e-02       2.227539e-02
         410       2.105641e+00       4.945829e-01       8.428079e-01       2.999575e-02       1.700070e-02       2.173562e-02
         420       2.134337e+00       5.091188e-01       8.539326e-01       9.256479e-03       5.222493e-03       7.173536e-03
         430       2.173921e+00       5.212090e-01       8.697615e-01       3.382961e-02       8.190492e-03       1.700799e-02
         440       2.244777e+00       5.393458e-01       8.981748e-01       1.612670e-02       1.171682e-02       1.340108e-02
         450       2.283809e+00       5.279222e-01       9.138755e-01       3.328553e-02       1.131435e-02       2.006983e-02
         460       2.292235e+00       5.393588e-01       9.172295e-01       1.660967e-02       4.571095e-03       1.036758e-02
         470       2.254471e+00       5.365418e-01       9.021893e-01       1.313372e-02       4.492815e-03       7.659271e-03
         480       2.206785e+00       5.052576e-01       8.835964e-01       1.889985e-02       5.749133e-03       1.076945e-02
         490       2.163804e+00       4.607910e-01       8.674737e-01       2.694328e-02       1.268151e-02       1.683519e-02
         500       2.132712e+00       4.551054e-01       8.551462e-01       3.727312e-02       1.336831e-02       2.172925e-02
         510       2.140208e+00       4.863353e-01       8.570035e-01       1.188559e-02       7.760363e-03       1.024256e-02
         520       2.156005e+00       5.007614e-01       8.631352e-01       2.415248e-02       6.196566e-03       1.163276e-02
         530       2.203884e+00       4.881822e-01       8.827765e-01       1.243682e-02       8.593379e-03       1.041928e-02
         540       2.246129e+00       4.778171e-01       9.000880e-01       1.848537e-02       7.341098e-03       1.302151e-02
         550       2.278110e+00       5.020429e-01       9.123275e-01       1.833578e-02       8.362640e-03       1.131069e-02
         560       2.279344e+00       5.240358e-01       9.124268e-01       9.893955e-03       5.086959e-03       6.318535e-03
         570       2.256210e+00       5.126865e-01       9.033636e-01       6.898836e-03       4.026360e-03       5.848957e-03
         580       2.220283e+00       4.737277e-01       8.898206e-01       1.353778e-02       7.297775e-03       9.675099e-03
         590       2.178065e+00       4.576905e-01       8.734699e-01       2.677961e-02       9.721843e-03       1.569098e-02
         600       2.157964e+00       4.800327e-01       8.644754e-01       1.259323e-02       8.931693e-03       1.048971e-02
         610       2.144034e+00       4.919446e-01       8.584638e-01       2.174898e-02       7.133457e-03       1.069913e-02
         620       2.160900e+00       4.771319e-01       8.657434e-01       1.229014e-02       6.534282e-03       8.494280e-03
         630       2.191503e+00       4.561446e-01       8.790286e-01       2.597782e-02       7.279410e-03       1.497545e-02
         640       2.234559e+00       4.724641e-01       8.957581e-01       1.446003e-02       8.068914e-03       1.181555e-02
         650       2.274558e+00       5.082739e-01       9.109516e-01       9.187103e-03       6.075306e-03       7.693471e-03
         660       2.286478e+00       5.109231e-01       9.157368e-01       1.248894e-02       6.305399e-03       8.638617e-03
         670       2.271641e+00       4.661370e-01       9.111708e-01       1.577086e-02       4.711883e-03       8.995926e-03
         680       2.219037e+00       4.285388e-01       8.923494e-01       5.232313e-02       1.719042e-02       2.559377e-02
         690       2.174867e+00       4.468280e-01       8.734952e-01       2.602138e-02       1.305166e-02       1.832476e-02
         700       2.126000e+00       4.555382e-01       8.533014e-01       5.880192e-02       1.610542e-02       2.667479e-02
         710       2.125010e+00       4.382099e-01       8.540163e-01       4.272422e-02       1.225216e-02       2.184702e-02
         720       2.147172e+00       4.140276e-01       8.651873e-01       7.059429e-02       1.161581e-02       3.300139e-02
         730       2.204918e+00       4.324533e-01       8.866659e-01       4.281141e-02       1.187711e-02       2.566427e-02
