#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       2.172096e+00       4.704250e-01       8.738934e-01       1.919942e-02       6.538091e-03       1.039688e-02
          10       2.179566e+00       4.637396e-01       8.771893e-01       2.439804e-02       1.108171e-02       1.580243e-02
          20       2.196651e+00       4.616845e-01       8.840090e-01       2.318059e-02       1.402440e-02       1.837806e-02
          30       2.211348e+00       4.628571e-01       8.901940e-01       2.669979e-02       1.316137e-02       1.759672e-02
          40       2.229411e+00       4.724973e-01       8.974597e-01       2.916466e-02       6.021379e-03       1.403167e-02
          50       2.235383e+00       4.858803e-01       8.991596e-01       1.924360e-02       8.190470e-03       1.190141e-02
          60       2.241530e+00       4.835000e-01       9.009590e-01       1.821885e-02       1.209931e-02       1.497578e-02
          70       2.217655e+00       4.721825e-01       8.914776e-01       3.428732e-02       1.409734e-02       2.186815e-02
          80       2.190323e+00       4.865219e-01       8.794376e-01       1.605399e-02       8.510675e-03       1.194614e-02
          90       2.163354e+00       4.731873e-01       8.680878e-01       1.992189e-02       5.667766e-03       8.968674e-03
         100       2.159556e+00       4.791092e-01       8.657913e-01       1.781128e-02       7.682121e-03       1.260129e-02
         110       2.178441e+00       5.118956e-01       8.724298e-01       2.219998e-02       1.513071e-02       1.874765e-02
         120       2.195685e+00       5.180257e-01       8.789841e-01       2.727266e-02       1.658819e-02       2.135216e-02
         130       2.220298e+00       4.861383e-01       8.898375e-01       9.425877e-03       6.909095e-03       7.801508e-03
         140       2.229593e+00       4.565243e-01       8.969916e-01       4.273216e-02       9.413737e-03       2.121918e-02
         150       2.245460e+00       4.859419e-01       9.049093e-01       4.878981e-02       1.704727e-02       2.892817e-02
         160       2.211610e+00       4.658446e-01       8.915150e-01       3.789688e-02       2.107552e-02       2.617700e-02
         170       2.180060e+00       4.565222e-01       8.800411e-01       2.994611e-02       1.061019e-02       1.740890e-02
         180       2.145256e+00       4.578904e-01       8.666742e-01       5.029459e-02       5.729619e-03       2.426156e-02
         190       2.150181e+00       4.587353e-01       8.670195e-01       3.087162e-02       1.144355e-02       1.906634e-02
         200       2.179161e+00       4.547504e-01       8.769818e-01       2.461958e-02       1.305692e-02       1.888788e-02
         210       2.204647e+00       4.621592e-01       8.859617e-01       1.869863e-02       1.344919e-02       1.661952e-02
         220       2.231232e+00       4.862157e-01       8.956968e-01       9.711799e-03       6.742662e-03       8.176565e-03
         230       2.236941e+00       5.022965e-01       8.974357e-01       1.153242e-02       3.612395e-03       7.516645e-03
         240       2.243813e+00       4.985840e-01       8.994539e-01       1.198772e-02       8.767940e-03       1.011791e-02
         250       2.228900e+00       4.884520e-01       8.930049e-01       1.649624e-02       1.087696e-02       1.300951e-02
         260       2.209890e+00       4.977093e-01       8.848983e-01       1.135365e-02       7.065754e-03       9.138707e-03
         270       2.184847e+00       5.173529e-01       8.744063e-01       3.422691e-03       2.859508e-03       3.066126e-03
         280       2.167956e+00       5.221625e-01       8.674393e-01       5.580860e-03       3.869492e-03       4.807180e-03
         290       2.173037e+00       5.077291e-01       8.696555e-01       1.340646e-02       5.953194e-03       1.081462e-02
         300       2.182305e+00       4.989134e-01       8.737297e-01       1.466054e-02       8.061086e-03       1.233680e-02
         310       2.209219e+00       5.212840e-01       8.842693e-01       1.046863e-02       3.394538e-03       8.400238e-03
         320       2.225644e+00       5.350291e-01       8.905939e-01       8.524727e-03       3.503653e-03       5.667397e-03
         330       2.246141e+00       5.202545e-01       8.992614e-01       8.521533e-03       6.515646e-03       7.591853e-03
         340       2.247919e+00       4.913725e-01       9.013406e-01       1.592077e-02       8.922690e-03       1.282696e-02
         350       2.233809e+00       4.657892e-01       8.968839e-01       1.427118e-02       6.241563e-03       1.160282e-02
         360       2.210695e+00       4.469266e-01       8.885632e-01       1.824171e-02       4.792592e-03       1.112946e-02
         370       2.177511e+00       4.272731e-01       8.773216e-01       3.461460e-02       4.209650e-03       1.954718e-02
         380       2.174352e+00       4.115076e-01       8.795047e-01       6.789386e-02       1.284559e-02       3.438345e-02
         390       2.173741e+00       4.023398e-01       8.823116e-01       8.207551e-02       1.680857e-02       4.419692e-02
         400       2.207338e+00       3.999763e-01       8.961037e-01       8.830014e-02       1.584659e-02       4.409774e-02
         410       2.232974e+00       4.021892e-01       9.050226e-01       6.130048e-02       8.166411e-03       3.106945e-02
         420       2.265265e+00       4.193233e-01       9.153931e-01       3.711920e-02       6.515003e-03       2.020854e-02
         430       2.266995e+00       4.521830e-01       9.137206e-01       3.608931e-02       1.456577e-02       2.411873e-02
         440       2.239760e+00       4.774913e-01       9.003916e-01       2.177463e-02       1.273947e-02       1.836705e-02
         450       2.199735e+00       4.793813e-01       8.824805e-01       1.025845e-02       5.065781e-03       8.001893e-03
         460       2.163287e+00       4.889750e-01       8.672162e-01       1.990763e-02       6.516057e-03       1.143275e-02
         470       2.160481e+00       4.682010e-01       8.664829e-01       1.991859e-02       1.173483e-02       1.560752e-02
         480       2.166552e+00       4.471928e-01       8.696628e-01       3.998664e-02       1.096324e-02       2.269727e-02
         490       2.192930e+00       4.695836e-01       8.791101e-01       1.269835e-02       8.785792e-03       1.095359e-02
         500       2.212507e+00       4.930429e-01       8.862461e-01       1.340813e-02       5.703440e-03       7.908845e-03
         510       2.236525e+00       4.893394e-01       8.961781e-01       7.838209e-03       5.642005e-03       6.446058e-03
         520       2.247310e+00       4.669239e-01       9.014930e-01       2.144627e-02       9.371612e-03       1.330071e-02
         530       2.245294e+00       4.618040e-01       9.011302e-01       2.125040e-02       1.080927e-02       1.415453e-02
         540       2.229928e+00       4.791619e-01       8.942668e-01       8.378459e-03       5.985070e-03       7.200558e-03
         550       2.204772e+00       4.840467e-01       8.839304e-01       1.734107e-02       5.449866e-03       9.298697e-03
         560       2.186966e+00       4.633218e-01       8.779381e-01       2.010964e-02       8.303066e-03       1.372419e-02
