#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       3.380846e+00       8.103283e-01       1.352573e+00       1.704645e-02       1.000207e-02       1.311626e-02
          10       3.358613e+00       7.995840e-01       1.343801e+00       1.947163e-02       1.238922e-02       1.571406e-02
          20       3.367697e+00       7.984252e-01       1.347624e+00       2.766335e-02       1.777398e-02       2.191638e-02
          30       3.402136e+00       8.078577e-01       1.361282e+00       1.468501e-02       1.073916e-02       1.258813e-02
          40       3.452323e+00       8.256031e-01       1.381174e+00       8.335180e-03       6.412328e-03       7.368615e-03
          50       3.509557e+00       8.425218e-01       1.404208e+00       1.952868e-02       7.149067e-03       1.503476e-02
          60       3.547715e+00       8.451330e-01       1.419620e+00       2.474990e-02       1.534047e-02       2.161753e-02
          70       3.548630e+00       8.452172e-01       1.419760e+00       1.825373e-02       1.371543e-02       1.663135e-02
          80       3.516790e+00       8.462466e-01       1.406961e+00       1.341900e-02       7.719137e-03       9.966876e-03
          90       3.464306e+00       8.348314e-01       1.386027e+00       2.031794e-02       1.421934e-02       1.749330e-02
         100       3.408168e+00       8.170896e-01       1.363608e+00       1.552642e-02       8.700637e-03       1.386103e-02
         110       3.361920e+00       7.971676e-01       1.345244e+00       1.944588e-02       1.248607e-02       1.448983e-02
         120       3.349688e+00       7.973509e-01       1.340263e+00       1.610383e-02       7.355794e-03       1.278823e-02
         130       3.373432e+00       8.143595e-01       1.349694e+00       2.063339e-02       1.471932e-02       1.794481e-02
         140       3.420137e+00       8.277262e-01       1.368380e+00       2.061295e-02       1.157174e-02       1.785773e-02
         150       3.478364e+00       8.343239e-01       1.391673e+00       1.056306e-02       5.159186e-03       8.691089e-03
         160       3.534342e+00       8.431813e-01       1.414137e+00       1.906387e-02       1.316556e-02       1.710104e-02
         170       3.563683e+00       8.534363e-01       1.425971e+00       3.168763e-02       2.443671e-02       2.741523e-02
         180       3.545677e+00       8.499822e-01       1.418619e+00       4.094144e-02       1.605523e-02       2.483382e-02
         190       3.494758e+00       8.363020e-01       1.398288e+00       1.118662e-02       5.149993e-03       9.200409e-03
         200       3.435012e+00       8.149104e-01       1.374566e+00       1.761402e-02       8.420071e-03       1.435432e-02
         210       3.384006e+00       8.089663e-01       1.354060e+00       1.930651e-02       9.127517e-03       1.467387e-02
