#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       3.433549e+00       8.385025e-01       1.373558e+00       6.410892e-03       5.411876e-03       5.959155e-03
          10       3.453324e+00       8.441882e-01       1.381496e+00       8.759311e-03       5.026111e-03       7.551319e-03
          20       3.474716e+00       8.485595e-01       1.390115e+00       1.157336e-02       6.555897e-03       1.038376e-02
          30       3.488853e+00       8.512566e-01       1.395778e+00       1.242447e-02       5.732725e-03       1.034842e-02
          40       3.488968e+00       8.542122e-01       1.395741e+00       8.663218e-03       4.098271e-03       7.152956e-03
          50       3.478067e+00       8.529346e-01       1.391385e+00       9.067003e-03       5.159103e-03       7.886450e-03
          60       3.459881e+00       8.480765e-01       1.384143e+00       1.335381e-02       5.255350e-03       1.134277e-02
          70       3.438649e+00       8.475146e-01       1.375545e+00       9.854293e-03       6.761697e-03       8.986246e-03
          80       3.422480e+00       8.421302e-01       1.369015e+00       5.501095e-03       4.087549e-03       4.787536e-03
          90       3.416459e+00       8.329784e-01       1.366649e+00       7.699901e-03       5.770344e-03       6.698040e-03
         100       3.424118e+00       8.339604e-01       1.369741e+00       8.837311e-03       6.292599e-03       8.039518e-03
         110       3.442175e+00       8.403981e-01       1.376956e+00       9.430716e-03       5.179502e-03       8.484043e-03
         120       3.464575e+00       8.437052e-01       1.385948e+00       1.111341e-02       4.525571e-03       9.493985e-03
         130       3.482417e+00       8.410607e-01       1.393137e+00       9.610738e-03       6.054242e-03       8.271196e-03
         140       3.490983e+00       8.397807e-01       1.396643e+00       1.250727e-02       6.180092e-03       1.057115e-02
         150       3.486583e+00       8.415737e-01       1.394880e+00       1.400312e-02       4.911314e-03       1.175803e-02
         160       3.468954e+00       8.379770e-01       1.387738e+00       9.382696e-03       5.716820e-03       8.264278e-03
         170       3.446601e+00       8.276184e-01       1.378852e+00       7.952024e-03       6.614659e-03       6.986711e-03
         180       3.427967e+00       8.169499e-01       1.371515e+00       9.096927e-03       7.747746e-03       8.433632e-03
         190       3.419230e+00       8.184527e-01       1.368002e+00       1.082622e-02       8.079142e-03       8.990164e-03
         200       3.422668e+00       8.233629e-01       1.369309e+00       9.383122e-03       6.573005e-03       8.450604e-03
         210       3.437418e+00       8.259554e-01       1.375223e+00       9.061350e-03       7.978147e-03       8.440586e-03
         220       3.456840e+00       8.254328e-01       1.383092e+00       8.919590e-03       4.855715e-03       7.777890e-03
         230       3.475282e+00       8.287067e-01       1.390518e+00       1.050883e-02       5.378183e-03       9.092685e-03
         240       3.486773e+00       8.364834e-01       1.395083e+00       1.077663e-02       6.034060e-03       9.546342e-03
         250       3.486881e+00       8.385445e-01       1.395081e+00       1.021178e-02       8.276461e-03       8.966991e-03
         260       3.477076e+00       8.334386e-01       1.391205e+00       8.829945e-03       6.062690e-03       7.691158e-03
         270       3.461668e+00       8.268949e-01       1.385101e+00       9.557237e-03       7.478744e-03       8.893820e-03
         280       3.444793e+00       8.271661e-01       1.378324e+00       9.400639e-03       7.496876e-03       8.549756e-03
         290       3.431542e+00       8.282011e-01       1.372964e+00       9.222543e-03       6.453408e-03       7.535992e-03
         300       3.426755e+00       8.269520e-01       1.371085e+00       1.042013e-02       6.760337e-03       8.686816e-03
         310       3.431427e+00       8.232525e-01       1.373073e+00       1.029199e-02       8.418489e-03       9.157923e-03
         320       3.444754e+00       8.249237e-01       1.378482e+00       1.004925e-02       8.960239e-03       9.532182e-03
         330       3.463126e+00       8.273961e-01       1.385862e+00       9.930966e-03       6.908119e-03       9.035933e-03
         340       3.480244e+00       8.289785e-01       1.392703e+00       1.002416e-02       7.483955e-03       8.451238e-03
         350       3.491242e+00       8.332999e-01       1.397186e+00       1.173577e-02       6.637586e-03       1.010631e-02
         360       3.488134e+00       8.323279e-01       1.396011e+00       1.476852e-02       1.225979e-02       1.309464e-02
         370       3.469334e+00       8.263779e-01       1.388389e+00       9.258256e-03       4.641274e-03       7.566425e-03
         380       3.442937e+00       8.218816e-01       1.377743e+00       9.868189e-03       6.981474e-03       8.388429e-03
         390       3.421619e+00       8.177344e-01       1.369277e+00       1.345570e-02       1.036796e-02       1.212913e-02
         400       3.412674e+00       8.143701e-01       1.365806e+00       1.263864e-02       1.166479e-02       1.226599e-02
         410       3.418244e+00       8.153659e-01       1.368070e+00       1.367099e-02       1.082887e-02       1.214298e-02
         420       3.435692e+00       8.192196e-01       1.374947e+00       9.482360e-03       8.147275e-03       9.068930e-03
         430       3.457251e+00       8.291473e-01       1.383436e+00       8.212749e-03       5.069199e-03       6.780678e-03
         440       3.477959e+00       8.371134e-01       1.391723e+00       1.382269e-02       4.859935e-03       1.123310e-02
         450       3.487768e+00       8.406075e-01       1.395596e+00       1.239588e-02       1.040292e-02       1.099448e-02
         460       3.485378e+00       8.423169e-01       1.394548e+00       6.125383e-03       3.401337e-03       5.472806e-03
         470       3.473719e+00       8.418748e-01       1.389885e+00       8.500134e-03       4.097585e-03       7.257742e-03
         480       3.456369e+00       8.376410e-01       1.382993e+00       1.046661e-02       4.932388e-03       9.046348e-03
         490       3.438578e+00       8.323612e-01       1.375898e+00       9.478100e-03       8.187652e-03       8.797775e-03
         500       3.426132e+00       8.300461e-01       1.370920e+00       1.122542e-02       5.276509e-03       7.551693e-03
         510       3.424425e+00       8.264755e-01       1.370253e+00       9.878057e-03       5.321901e-03       7.144729e-03
         520       3.433496e+00       8.227831e-01       1.373917e+00       1.239624e-02       1.002312e-02       1.135412e-02
         530       3.449681e+00       8.261704e-01       1.380387e+00       1.369290e-02       8.808673e-03       1.242368e-02
         540       3.467165e+00       8.306330e-01       1.387293e+00       7.077820e-03       5.127378e-03       6.474847e-03
         550       3.483565e+00       8.322044e-01       1.393888e+00       9.610107e-03       3.819393e-03       7.890357e-03
         560       3.491261e+00       8.287476e-01       1.397082e+00       1.289571e-02       6.387797e-03       1.142000e-02
         570       3.484127e+00       8.247595e-01       1.394225e+00       1.021366e-02       6.323904e-03       8.914524e-03
         580       3.466815e+00       8.215085e-01       1.387248e+00       6.361180e-03       3.241474e-03       4.919402e-03
         590       3.446739e+00       8.142792e-01       1.379218e+00       8.265363e-03       4.500195e-03       6.063729e-03
         600       3.430225e+00       8.045592e-01       1.372696e+00       1.109625e-02       8.496469e-03       9.716604e-03
         610       3.421220e+00       7.976904e-01       1.369190e+00       1.490032e-02       1.180535e-02       1.349314e-02
         620       3.423450e+00       7.965073e-01       1.370059e+00       1.150674e-02       8.148030e-03       9.715936e-03
         630       3.437757e+00       8.020311e-01       1.375661e+00       9.428179e-03       3.440501e-03       6.603922e-03
         640       3.462224e+00       8.094894e-01       1.385510e+00       1.523958e-02       8.636022e-03       1.337013e-02
         650       3.483009e+00       8.133756e-01       1.393872e+00       1.553347e-02       7.607800e-03       1.341973e-02
         660       3.491685e+00       8.152315e-01       1.397230e+00       8.400618e-03       6.175780e-03       7.031322e-03
         670       3.489459e+00       8.161343e-01       1.396293e+00       8.300138e-03       5.834332e-03       7.118704e-03
         680       3.476871e+00       8.125216e-01       1.391285e+00       1.204368e-02       7.750842e-03       1.045831e-02
         690       3.456105e+00       8.062308e-01       1.383007e+00       1.180101e-02       6.331649e-03       1.008435e-02
         700       3.435230e+00       7.992708e-01       1.374694e+00       1.006142e-02       7.735740e-03       8.554237e-03
         710       3.424063e+00       7.956635e-01       1.370234e+00       8.447055e-03       1.913111e-03       3.933704e-03
