#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       2.096311e+00       4.910106e-01       8.393451e-01       1.836372e-02       1.212791e-02       1.532342e-02
          10       2.081401e+00       4.681539e-01       8.338619e-01       2.576501e-02       1.232569e-02       2.018312e-02
          20       2.109117e+00       4.598021e-01       8.456115e-01       2.594592e-02       7.354044e-03       1.644231e-02
          30       2.169763e+00       4.829241e-01       8.696098e-01       1.008477e-02       6.355825e-03       8.562860e-03
          40       2.248061e+00       5.089455e-01       9.010055e-01       8.478483e-03       6.328917e-03       7.159985e-03
          50       2.313595e+00       5.107340e-01       9.281037e-01       1.424800e-02       6.553988e-03       1.009085e-02
          60       2.336001e+00       4.938592e-01       9.377358e-01       2.497114e-02       1.155038e-02       1.878440e-02
          70       2.301715e+00       4.910904e-01       9.238702e-01       1.534432e-02       8.153655e-03       1.104849e-02
          80       2.232940e+00       5.043346e-01       8.961544e-01       9.366033e-03       3.777041e-03       6.645925e-03
          90       2.159845e+00       4.935467e-01       8.675869e-01       9.972194e-03       4.170321e-03       5.979577e-03
         100       2.112630e+00       4.744637e-01       8.492689e-01       1.800040e-02       6.013831e-03       1.128710e-02
         110       2.103463e+00       4.655285e-01       8.453797e-01       2.438842e-02       8.539000e-03       1.611386e-02
         120       2.127846e+00       4.767967e-01       8.541660e-01       1.305587e-02       7.446126e-03       1.082050e-02
         130       2.176884e+00       5.038181e-01       8.733065e-01       9.011161e-03       4.447193e-03       6.216851e-03
         140       2.235540e+00       5.166829e-01       8.968269e-01       9.453580e-03       3.994981e-03       6.157484e-03
         150       2.288576e+00       5.238433e-01       9.178657e-01       1.073294e-02       3.368855e-03       5.901366e-03
         160       2.312954e+00       5.228766e-01       9.272261e-01       1.595919e-02       6.923031e-03       1.139356e-02
         170       2.299732e+00       5.316874e-01       9.216483e-01       1.287135e-02       4.883731e-03       8.756366e-03
         180       2.254292e+00       5.245086e-01       9.034811e-01       7.724512e-03       3.086041e-03       4.566581e-03
         190       2.195715e+00       5.123213e-01       8.800481e-01       7.180103e-03       2.565804e-03       4.584250e-03
         200       2.146132e+00       4.970149e-01       8.601944e-01       1.053230e-02       4.909877e-03       7.843146e-03
         210       2.116099e+00       4.851596e-01       8.481022e-01       1.495832e-02       8.737687e-03       1.180332e-02
         220       2.113660e+00       4.887182e-01       8.474683e-01       1.532172e-02       7.516408e-03       1.110509e-02
         230       2.140999e+00       4.854895e-01       8.591443e-01       1.318972e-02       3.191290e-03       6.772264e-03
         240       2.202062e+00       5.094798e-01       8.835194e-01       9.959492e-03       4.268395e-03       6.691410e-03
         250       2.279307e+00       5.294397e-01       9.136787e-01       1.882069e-02       5.546872e-03       9.929818e-03
         260       2.337690e+00       5.521263e-01       9.364538e-01       2.800720e-02       1.512636e-02       1.990455e-02
         270       2.338258e+00       5.429045e-01       9.362799e-01       2.191355e-02       9.764973e-03       1.518190e-02
         280       2.275277e+00       5.349386e-01       9.105230e-01       1.449759e-02       4.321008e-03       7.142115e-03
         290       2.186225e+00       4.996336e-01       8.757138e-01       1.174050e-02       5.971600e-03       8.323580e-03
         300       2.110345e+00       4.301606e-01       8.484886e-01       3.819938e-02       1.657086e-02       2.319006e-02
         310       2.078433e+00       4.118593e-01       8.377987e-01       7.915058e-02       2.897271e-02       4.292105e-02
         320       2.093202e+00       4.248215e-01       8.424874e-01       6.084267e-02       2.089581e-02       3.354751e-02
         330       2.154792e+00       4.436904e-01       8.659980e-01       3.561820e-02       7.123224e-03       1.651781e-02
         340       2.239027e+00       4.451705e-01       9.003334e-01       1.968252e-02       5.149942e-03       1.191374e-02
         350       2.313882e+00       4.391764e-01       9.312505e-01       2.305311e-02       1.103911e-02       1.573155e-02
         360       2.343604e+00       4.541794e-01       9.423635e-01       3.274592e-02       1.444727e-02       2.103434e-02
         370       2.317448e+00       4.704053e-01       9.310600e-01       1.765586e-02       9.243850e-03       1.256465e-02
         380       2.251010e+00       4.603289e-01       9.047092e-01       1.648327e-02       4.886406e-03       1.005897e-02
         390       2.178235e+00       4.354067e-01       8.766176e-01       2.652840e-02       6.885576e-03       1.466642e-02
         400       2.127118e+00       4.247667e-01       8.564555e-01       4.722690e-02       1.210251e-02       2.423404e-02
         410       2.107709e+00       4.361923e-01       8.473686e-01       3.879905e-02       1.396048e-02       2.297294e-02
         420       2.124215e+00       4.556125e-01       8.528741e-01       2.812732e-02       9.108916e-03       1.491048e-02
         430       2.169419e+00       4.693000e-01       8.705050e-01       9.569764e-03       4.052219e-03       6.878555e-03
         440       2.230715e+00       4.793204e-01       8.945130e-01       9.074104e-03       6.151047e-03       7.337443e-03
         450       2.285207e+00       5.060589e-01       9.154469e-01       1.167182e-02       4.346555e-03       7.216408e-03
         460       2.310875e+00       5.388271e-01       9.252135e-01       1.139526e-02       4.655821e-03       7.573673e-03
         470       2.299454e+00       5.452242e-01       9.206104e-01       7.934993e-03       1.814357e-03       4.622438e-03
         480       2.260099e+00       5.273998e-01       9.048783e-01       8.430317e-03       3.603749e-03       6.153104e-03
         490       2.212137e+00       5.106237e-01       8.855999e-01       7.714573e-03       3.926540e-03       5.209125e-03
         500       2.170399e+00       5.078988e-01       8.687637e-01       5.768394e-03       3.253449e-03       4.527555e-03
         510       2.145528e+00       5.081637e-01       8.588905e-01       6.477146e-03       4.854798e-03       5.434870e-03
         520       2.141461e+00       5.022262e-01       8.575290e-01       7.616333e-03       4.400815e-03       5.711160e-03
         530       2.159068e+00       4.940175e-01       8.647237e-01       6.321561e-03       4.165343e-03       5.422794e-03
         540       2.194243e+00       4.998090e-01       8.786388e-01       7.232282e-03       3.847517e-03       5.490073e-03
         550       2.238366e+00       5.239608e-01       8.960224e-01       9.379489e-03       4.179761e-03       6.147272e-03
         560       2.280094e+00       5.403961e-01       9.127448e-01       5.767898e-03       3.059086e-03       4.319168e-03
         570       2.304116e+00       5.447999e-01       9.224624e-01       1.011302e-02       4.073461e-03       5.637180e-03
         580       2.298450e+00       5.343419e-01       9.201856e-01       7.317246e-03       3.501563e-03       5.869543e-03
         590       2.257503e+00       5.331798e-01       9.036190e-01       1.018122e-02       4.461338e-03       6.693781e-03
         600       2.196237e+00       5.252627e-01       8.791838e-01       7.587245e-03       2.846268e-03       4.834493e-03
         610       2.138169e+00       5.046145e-01       8.564660e-01       9.560104e-03       4.295613e-03       6.728547e-03
         620       2.103978e+00       4.950251e-01       8.431293e-01       1.784725e-02       1.067785e-02       1.286555e-02
         630       2.105294e+00       4.881603e-01       8.435491e-01       1.839808e-02       1.241106e-02       1.506718e-02
         640       2.142502e+00       5.122201e-01       8.579282e-01       1.218114e-02       8.246214e-03       9.912975e-03
         650       2.208206e+00       5.030251e-01       8.846687e-01       7.868300e-03       2.917529e-03       5.078292e-03
